gender,height_cm,weight_kg,body_fat_pct,chest_cm,waist_cm,shoulders_cm,arms_cm,forearms_cm,neck_cm,thighs_cm,calves_cm,hips_cm,ratio_shoulder_to_waist,ratio_chest_to_waist,ratio_hip_to_waist,ratio_thigh_to_waist,ratio_calf_to_thigh,ratio_arm_to_neck,ratio_forearm_to_arm,target_focus
male,179.3,103.9,20.7,110.6,80.8,112.1,33.1,24.5,39.5,55.7,33.3,99.5,1.3874,1.3688,1.2314,0.6894,0.5978,0.838,0.7402,arms
male,183.4,75.3,25.0,96.9,89.7,119.4,37.0,28.3,33.0,64.1,35.6,101.5,1.3311,1.0803,1.1315,0.7146,0.5554,1.1212,0.7649,chest
male,172.6,69.2,21.9,97.6,92.4,116.6,38.1,29.3,38.9,55.8,36.9,104.3,1.2619,1.0563,1.1288,0.6039,0.6613,0.9794,0.769,chest
male,181.7,82.6,18.7,113.8,94.8,118.6,28.125,25.9,37.5,59.9,39.4,101.2,1.2511,1.2004,1.0675,0.6319,0.6578,0.75,0.9209,arms
female,170.9,64.0,20.1,99.4,85.7,105.8,30.5,24.9,36.5,60.4,30.4,116.1,1.2345,1.1599,1.3547,0.7048,0.5033,0.8356,0.8164,shoulders
female,161.9,53.7,29.0,88.1,76.6,109.2,26.0,20.2,34.0,52.8,23.759999999999998,89.3,1.4256,1.1501,1.1658,0.6893,0.45,0.7647,0.7769,calves
male,183.0,90.5,13.3,90.7,84.1,122.5,35.6,26.5,38.9,67.0,36.8,84.6,1.4566,1.0785,1.0059,0.7967,0.5493,0.9152,0.7444,chest
male,192.3,64.0,18.2,98.2,84.9,119.6,38.6,28.3,41.8,57.3,34.6,91.3,1.4087,1.1567,1.0754,0.6749,0.6038,0.9234,0.7332,chest
male,179.9,110.8,20.7,105.5,80.3,116.0,37.9,34.0,42.5,62.8,36.1,97.5,1.4446,1.3138,1.2142,0.7821,0.5748,0.8918,0.8971,arms
female,156.3,52.6,26.3,88.0,62.2,103.7,26.9,20.1,32.1,54.1,32.8,107.4,1.6672,1.4148,1.7267,0.8698,0.6063,0.838,0.7472,arms
male,164.1,82.0,18.6,103.2,79.1,110.7,34.0,26.7,42.7,56.1,35.8,113.3,1.3995,1.3047,1.4324,0.7092,0.6381,0.7963,0.7853,arms
male,181.9,91.0,22.4,102.3,85.7,118.8,31.7,29.0,44.1,65.3,37.2,102.0,1.3862,1.1937,1.1902,0.762,0.5697,0.7188,0.9148,arms
male,176.2,95.3,26.9,93.8,79.6,135.5,34.4,33.5,38.6,59.5,26.775000000000002,102.6,1.7023,1.1784,1.2889,0.7475,0.45,0.8912,0.9738,calves
male,170.8,77.1,23.5,99.0,79.6,126.1,38.4,26.7,38.6,50.7,32.4,96.9,1.5842,1.2437,1.2173,0.6369,0.6391,0.9948,0.6953,legs
male,171.2,72.0,11.6,103.6,66.3,109.9,24.450000000000003,29.3,32.6,58.2,42.6,107.7,1.6576,1.5626,1.6244,0.8778,0.732,0.75,1.1984,arms
male,180.1,68.2,10.8,99.1,95.1,122.8,31.1,30.1,31.3,53.5,32.7,96.5,1.2913,1.0421,1.0147,0.5626,0.6112,0.9936,0.9678,chest
male,177.0,79.6,18.1,104.3,85.3,115.7,35.6,30.5,36.3,57.6,40.6,88.3,1.3564,1.2227,1.0352,0.6753,0.7049,0.9807,0.8567,glutes
male,168.6,77.2,12.3,117.5,79.5,114.0,32.5,28.3,37.0,57.2,21.9,96.4,1.434,1.478,1.2126,0.7195,0.3829,0.8784,0.8708,calves
male,185.3,100.3,16.9,106.5,74.1,124.1,31.7,24.4,37.4,66.4,36.7,106.5,1.6748,1.4372,1.4372,0.8961,0.5527,0.8476,0.7697,arms
female,171.3,57.8,27.4,91.5,79.3,105.8,25.4,25.2,37.3,52.5,23.625,104.0,1.3342,1.1538,1.3115,0.662,0.45,0.681,0.9921,arms
female,164.2,71.1,23.3,88.1,73.2,114.3,28.1,19.9,30.0,56.8,31.0,87.5,1.5615,1.2036,1.1954,0.776,0.5458,0.9367,0.7082,chest
female,169.1,61.0,27.8,91.3,78.8,108.2,18.9,22.4,34.3,53.5,35.1,106.0,1.3731,1.1586,1.3452,0.6789,0.6561,0.551,1.1852,arms
female,157.2,81.6,32.8,89.2,72.4,84.0,26.9,19.6,33.6,56.9,37.4,111.2,1.1602,1.232,1.5359,0.7859,0.6573,0.8006,0.7286,shoulders
male,194.0,85.3,10.1,95.5,80.6,122.7,30.2,27.1,37.5,55.3,39.2,100.5,1.5223,1.1849,1.2469,0.6861,0.7089,0.8053,0.8974,arms
female,163.0,78.2,17.8,80.3,64.3,104.1,32.2,21.5,31.8,54.7,37.0,96.2,1.619,1.2488,1.4961,0.8507,0.6764,1.0126,0.6677,forearms
male,168.6,74.0,25.1,100.7,77.3,127.9,31.650000000000002,32.3,42.2,58.3,30.0,112.0,1.6546,1.3027,1.4489,0.7542,0.5146,0.75,1.0205,arms
female,163.1,75.5,30.2,99.2,68.7,106.2,23.8,24.7,32.9,57.7,25.965000000000003,98.0,1.5459,1.444,1.4265,0.8399,0.45,0.7234,1.0378,arms
male,183.5,102.9,14.7,104.4,87.9,118.1,27.9,24.1,35.7,45.2,41.6,98.6,1.3436,1.1877,1.1217,0.5142,0.9204,0.7815,0.8638,legs
female,151.9,44.9,26.0,103.8,68.4,110.0,26.3,23.1,36.0,53.9,32.6,111.3,1.6082,1.5175,1.6272,0.788,0.6048,0.7306,0.8783,arms
female,171.5,57.5,34.4,91.9,77.5,104.9,26.2,23.0,31.9,61.8,34.3,88.0,1.3535,1.1858,1.1355,0.7974,0.555,0.8213,0.8779,arms
male,165.9,90.7,11.1,102.4,85.2,117.5,35.8,28.5,29.9,56.1,37.7,107.5,1.3791,1.2019,1.2617,0.6585,0.672,1.1973,0.7961,shoulders
male,168.5,77.1,8.6,112.2,93.1,120.8,34.7,32.1,41.6,64.9,37.8,93.6,1.2975,1.2052,1.0054,0.6971,0.5824,0.8341,0.9251,shoulders
male,183.7,79.3,15.9,109.1,99.0,112.0,32.9,29.1,39.5,54.9,43.5,99.0,1.1313,1.102,1.0,0.5545,0.7923,0.8329,0.8845,shoulders
male,190.3,75.7,17.5,90.0,82.4,106.1,37.0,29.3,37.2,57.4,25.83,88.0,1.2876,1.0922,1.068,0.6966,0.45,0.9946,0.7919,calves
male,182.9,57.0,22.1,86.6,82.9,108.7,39.7,24.5,33.0,58.8,34.3,85.5,1.3112,1.0446,1.0314,0.7093,0.5833,1.203,0.6171,chest
female,153.1,53.6,22.5,95.6,84.4,111.7,27.5,16.9,34.0,64.8,39.3,103.7,1.3235,1.1327,1.2287,0.7678,0.6065,0.8088,0.6145,forearms
male,174.3,109.1,9.5,90.8,92.5,114.6,29.549999999999997,32.6,39.4,55.7,31.4,110.3,1.2389,0.9816,1.1924,0.6022,0.5637,0.75,1.1032,chest
female,173.4,74.8,22.9,86.4,85.6,114.2,21.4,24.4,32.7,49.8,35.9,89.2,1.3341,1.0093,1.0421,0.5818,0.7209,0.6544,1.1402,arms
male,172.4,75.0,17.6,91.9,98.2,121.9,41.2,27.5,36.4,68.6,33.7,94.8,1.2413,0.9358,0.9654,0.6986,0.4913,1.1319,0.6675,chest
male,169.3,92.0,21.5,110.2,92.0,128.4,33.6,25.4,44.3,48.8,30.3,100.0,1.3957,1.1978,1.087,0.5304,0.6209,0.7585,0.756,legs
male,179.3,96.0,6.0,96.0,67.1,124.2,27.8,24.2,39.5,64.4,28.980000000000004,100.0,1.851,1.4307,1.4903,0.9598,0.45,0.7038,0.8705,arms
female,163.7,53.0,29.4,94.3,81.2,106.2,23.9,24.7,33.0,53.1,34.0,94.5,1.3079,1.1613,1.1638,0.6539,0.6403,0.7242,1.0335,arms
male,168.1,68.1,16.0,112.9,93.5,104.9,39.4,32.0,34.5,42.9,35.7,103.9,1.1219,1.2075,1.1112,0.4588,0.8322,1.142,0.8122,legs
male,171.9,106.5,5.0,97.1,80.2,127.2,39.2,30.9,33.9,63.2,38.0,84.3,1.586,1.2107,1.0511,0.788,0.6013,1.1563,0.7883,glutes
female,161.4,76.4,24.9,81.0,72.3,106.5,27.7,19.1,37.7,62.0,33.8,97.6,1.473,1.1203,1.3499,0.8575,0.5452,0.7347,0.6895,arms
male,170.1,86.5,10.0,99.4,73.5,109.1,40.6,28.2,38.6,45.9,33.6,99.2,1.4844,1.3524,1.3497,0.6245,0.732,1.0518,0.6946,legs
female,152.1,67.3,28.2,99.0,68.8,88.3,24.5,20.3,34.8,39.7,33.4,111.4,1.2834,1.439,1.6192,0.577,0.8413,0.704,0.8286,arms
male,184.3,59.0,8.4,111.5,84.9,118.8,29.5,28.3,34.6,65.1,29.294999999999998,99.4,1.3993,1.3133,1.1708,0.7668,0.45,0.8526,0.9593,calves
female,150.0,46.5,35.3,82.8,71.0,108.6,33.2,22.5,32.0,56.4,32.8,95.4,1.5296,1.1662,1.3437,0.7944,0.5816,1.0375,0.6777,chest
male,179.3,111.8,20.6,109.2,74.4,122.2,31.1,29.2,40.1,58.3,45.6,106.0,1.6425,1.4677,1.4247,0.7836,0.7822,0.7756,0.9389,arms
male,183.4,106.7,9.4,111.0,75.1,113.5,36.2,31.7,34.5,54.9,36.4,94.7,1.5113,1.478,1.261,0.731,0.663,1.0493,0.8757,shoulders
male,202.1,87.9,13.6,89.6,81.1,110.5,35.9,29.4,36.6,69.9,33.1,95.2,1.3625,1.1048,1.1739,0.8619,0.4735,0.9809,0.8189,chest
male,184.2,99.9,20.6,108.4,78.0,125.3,37.6,32.5,33.0,52.6,39.3,77.4,1.6064,1.3897,0.9923,0.6744,0.7471,1.1394,0.8644,glutes
female,171.4,58.7,23.4,82.5,69.8,100.6,25.6,21.2,32.3,54.3,41.6,96.8,1.4413,1.1819,1.3868,0.7779,0.7661,0.7926,0.8281,arms
male,174.0,73.7,7.8,87.4,73.1,119.5,38.3,22.6,36.4,49.8,22.41,103.5,1.6347,1.1956,1.4159,0.6813,0.45,1.0522,0.5901,forearms
male,177.7,102.4,20.7,93.9,85.4,111.4,35.7,29.5,33.9,59.1,35.5,99.8,1.3044,1.0995,1.1686,0.692,0.6007,1.0531,0.8263,chest
male,181.3,77.8,23.6,93.0,72.1,92.4,33.7,25.5,39.2,46.2,33.4,99.3,1.2816,1.2899,1.3773,0.6408,0.7229,0.8597,0.7567,shoulders
male,180.9,74.2,17.8,104.8,92.6,118.7,30.7,26.6,39.9,51.9,35.3,93.3,1.2819,1.1317,1.0076,0.5605,0.6802,0.7694,0.8664,legs
male,170.9,56.1,21.1,107.7,67.9,121.0,27.525000000000002,29.8,36.7,52.3,36.3,97.7,1.782,1.5862,1.4389,0.7703,0.6941,0.75,1.0827,arms
male,176.7,66.8,20.5,103.8,85.8,118.9,40.7,26.1,41.8,53.6,40.4,104.6,1.3858,1.2098,1.2191,0.6247,0.7537,0.9737,0.6413,forearms
female,175.0,70.2,20.7,87.4,83.1,110.5,24.3,22.7,33.5,53.0,43.3,101.9,1.3297,1.0517,1.2262,0.6378,0.817,0.7254,0.9342,arms
male,186.3,76.9,24.0,86.7,79.9,126.4,40.3,25.7,35.3,61.4,27.63,94.1,1.582,1.0851,1.1777,0.7685,0.45,1.1416,0.6377,calves
male,174.2,54.5,10.2,100.1,67.2,115.6,28.4,32.9,44.5,51.7,37.0,89.3,1.7202,1.4896,1.3289,0.7693,0.7157,0.6382,1.1585,arms
male,190.6,75.5,16.3,92.5,94.3,91.9,32.2,27.9,36.0,63.2,40.8,86.1,0.9745,0.9809,0.913,0.6702,0.6456,0.8944,0.8665,shoulders
female,156.5,79.2,26.9,86.5,70.7,103.8,28.7,20.7,32.4,51.4,30.7,93.5,1.4682,1.2235,1.3225,0.727,0.5973,0.8858,0.7213,chest
male,175.1,88.1,18.7,115.8,64.1,121.8,34.0,30.4,40.1,57.0,36.7,90.8,1.9002,1.8066,1.4165,0.8892,0.6439,0.8479,0.8941,arms
female,153.7,73.5,25.9,86.6,72.1,102.9,32.5,31.1,36.0,52.6,37.2,105.4,1.4272,1.2011,1.4619,0.7295,0.7072,0.9028,0.9569,chest
male,169.2,81.1,22.8,87.1,77.5,122.6,34.2,32.2,33.8,72.1,29.8,81.8,1.5819,1.1239,1.0555,0.9303,0.4133,1.0118,0.9415,calves
male,170.1,81.5,17.6,98.4,76.4,121.5,32.7,31.3,37.5,52.2,23.490000000000002,94.8,1.5903,1.288,1.2408,0.6832,0.45,0.872,0.9572,calves
female,156.9,70.8,15.3,99.9,75.3,103.7,24.75,24.9,33.0,51.9,35.7,86.5,1.3772,1.3267,1.1487,0.6892,0.6879,0.75,1.0061,arms
female,158.3,68.8,26.0,97.3,66.6,108.0,27.6,20.6,34.0,55.6,32.8,100.3,1.6216,1.461,1.506,0.8348,0.5899,0.8118,0.7464,arms
female,164.1,60.5,18.2,90.5,67.6,96.9,27.2,24.8,33.5,52.8,33.0,105.1,1.4334,1.3388,1.5547,0.7811,0.625,0.8119,0.9118,arms
female,169.8,44.4,17.5,86.4,91.4,115.7,30.5,23.9,28.3,56.9,33.1,93.5,1.2659,0.9453,1.023,0.6225,0.5817,1.0777,0.7836,chest
male,174.7,94.2,6.4,100.6,76.1,114.7,35.2,24.6,38.5,56.7,33.4,92.7,1.5072,1.3219,1.2181,0.7451,0.5891,0.9143,0.6989,forearms
female,160.4,65.1,24.3,85.7,86.7,106.9,26.7,23.4,30.4,53.4,33.9,90.0,1.233,0.9885,1.0381,0.6159,0.6348,0.8783,0.8764,chest
female,162.0,61.1,22.6,110.7,68.7,89.5,22.4,24.9,36.3,51.9,23.355,105.9,1.3028,1.6114,1.5415,0.7555,0.45,0.6171,1.1116,arms
male,176.2,84.5,23.3,103.2,77.9,116.6,41.9,28.8,40.6,61.2,37.1,96.8,1.4968,1.3248,1.2426,0.7856,0.6062,1.032,0.6874,forearms
female,169.3,67.9,21.8,92.7,73.5,101.8,37.4,19.2,35.4,50.8,35.5,120.5,1.385,1.2612,1.6395,0.6912,0.6988,1.0565,0.5134,forearms
female,160.7,64.8,20.9,96.2,69.7,108.6,23.3,18.5,32.4,46.6,40.3,87.8,1.5581,1.3802,1.2597,0.6686,0.8648,0.7191,0.794,arms
male,180.9,73.8,8.9,116.3,75.0,116.4,33.2,30.1,39.4,53.0,34.7,94.4,1.552,1.5507,1.2587,0.7067,0.6547,0.8426,0.9066,arms
female,158.0,87.2,21.4,89.9,64.7,94.9,24.0,20.6,32.0,50.1,37.4,93.7,1.4668,1.3895,1.4482,0.7743,0.7465,0.75,0.8583,arms
male,175.2,95.9,19.3,99.2,71.1,108.9,28.9,31.9,39.6,52.8,33.7,90.2,1.5316,1.3952,1.2686,0.7426,0.6383,0.7298,1.1038,arms
male,181.2,78.0,30.5,110.0,95.8,123.4,32.3,29.8,37.0,67.8,30.509999999999998,97.8,1.2881,1.1482,1.0209,0.7077,0.45,0.873,0.9226,calves
female,175.4,49.2,37.0,88.7,62.8,98.7,22.2,24.6,30.4,57.0,39.0,94.6,1.5717,1.4124,1.5064,0.9076,0.6842,0.7303,1.1081,arms
female,157.2,60.7,41.4,95.4,71.9,99.7,27.9,23.3,32.0,59.2,31.7,92.3,1.3866,1.3268,1.2837,0.8234,0.5355,0.8719,0.8351,shoulders
male,169.8,92.2,17.9,85.4,85.0,104.5,36.8,27.3,43.6,64.4,31.8,81.9,1.2294,1.0047,0.9635,0.7576,0.4938,0.844,0.7418,chest
male,169.5,107.6,17.9,107.5,81.4,116.6,33.9,31.3,38.9,51.7,42.5,94.0,1.4324,1.3206,1.1548,0.6351,0.8221,0.8715,0.9233,legs
female,150.0,72.0,26.6,90.7,70.8,100.0,26.7,24.2,34.6,54.6,38.3,99.4,1.4124,1.2811,1.404,0.7712,0.7015,0.7717,0.9064,arms
male,179.4,63.0,19.4,87.7,74.8,101.9,33.3,32.8,37.6,61.9,45.4,98.8,1.3623,1.1725,1.3209,0.8275,0.7334,0.8856,0.985,chest
male,173.6,82.0,14.2,95.5,92.9,126.2,27.4,25.5,36.6,61.6,27.720000000000002,114.9,1.3584,1.028,1.2368,0.6631,0.45,0.7486,0.9307,chest
male,175.1,90.2,13.9,98.9,80.3,97.0,34.5,27.5,41.8,58.0,31.0,94.2,1.208,1.2316,1.1731,0.7223,0.5345,0.8254,0.7971,shoulders
female,157.7,72.0,24.5,96.5,58.3,102.3,26.025000000000002,25.4,34.7,59.9,40.4,97.1,1.7547,1.6552,1.6655,1.0274,0.6745,0.75,0.976,arms
male,170.7,66.9,22.5,88.0,89.2,118.8,38.3,27.8,38.2,61.1,33.3,91.1,1.3318,0.9865,1.0213,0.685,0.545,1.0026,0.7258,chest
female,164.8,60.5,25.5,101.2,70.5,100.7,22.0,22.9,34.6,61.0,35.4,107.6,1.4284,1.4355,1.5262,0.8652,0.5803,0.6358,1.0409,arms
female,171.7,75.8,35.4,88.8,63.4,108.6,30.7,26.9,36.2,67.7,37.2,101.8,1.7129,1.4006,1.6057,1.0678,0.5495,0.8481,0.8762,arms
female,166.8,58.9,27.3,90.4,77.8,103.3,31.3,16.2,33.5,63.2,41.5,105.9,1.3278,1.162,1.3612,0.8123,0.6566,0.9343,0.5176,forearms
male,179.2,82.0,21.2,100.0,77.0,113.9,29.6,29.6,38.0,55.8,25.11,99.5,1.4792,1.2987,1.2922,0.7247,0.45,0.7789,1.0,calves
male,170.1,64.0,23.7,89.0,88.9,130.9,40.5,30.2,40.1,71.5,26.7,92.7,1.4724,1.0011,1.0427,0.8043,0.3734,1.01,0.7457,calves
female,163.0,78.6,25.8,90.9,71.8,100.3,26.1,23.7,31.1,61.7,37.3,108.8,1.3969,1.266,1.5153,0.8593,0.6045,0.8392,0.908,arms
female,154.8,65.0,43.4,98.9,69.6,107.0,30.5,19.6,36.4,55.0,34.7,100.2,1.5374,1.421,1.4397,0.7902,0.6309,0.8379,0.6426,forearms
female,160.5,46.2,27.9,75.7,71.6,112.3,30.0,25.6,34.6,70.5,32.9,103.2,1.5684,1.0573,1.4413,0.9846,0.4667,0.8671,0.8533,chest
female,170.7,64.3,36.3,86.3,85.3,108.2,27.9,24.4,33.7,58.1,34.3,94.4,1.2685,1.0117,1.1067,0.6811,0.5904,0.8279,0.8746,chest
male,166.2,93.8,10.6,98.3,89.8,124.7,29.549999999999997,27.7,39.4,58.3,41.4,90.2,1.3886,1.0947,1.0045,0.6492,0.7101,0.75,0.9374,arms
male,183.7,74.5,7.4,98.7,95.1,107.9,43.3,25.5,38.3,50.7,22.815,95.1,1.1346,1.0379,1.0,0.5331,0.45,1.1305,0.5889,shoulders
female,182.0,59.6,23.0,96.8,88.5,111.9,23.8,23.5,28.3,61.4,29.3,93.6,1.2644,1.0938,1.0576,0.6938,0.4772,0.841,0.9874,chest
female,167.7,62.1,35.1,95.1,79.2,95.4,33.9,21.0,37.3,68.1,36.8,108.3,1.2045,1.2008,1.3674,0.8598,0.5404,0.9088,0.6195,shoulders
female,163.8,77.1,31.5,81.5,71.7,86.2,29.4,18.3,35.8,63.1,33.3,104.2,1.2022,1.1367,1.4533,0.8801,0.5277,0.8212,0.6224,shoulders
female,166.5,52.4,29.7,78.5,59.4,103.1,27.3,23.7,31.4,67.3,35.6,101.9,1.7357,1.3215,1.7155,1.133,0.529,0.8694,0.8681,arms
female,171.0,71.3,28.7,95.2,59.4,91.5,27.7,22.5,34.4,56.1,37.0,90.0,1.5404,1.6027,1.5152,0.9444,0.6595,0.8052,0.8123,arms
male,168.6,87.4,6.7,102.8,70.8,114.9,37.6,28.7,33.1,54.0,30.0,84.1,1.6229,1.452,1.1879,0.7627,0.5556,1.136,0.7633,calves
male,181.9,88.2,21.6,99.9,81.5,109.4,32.2,24.0,35.5,58.5,26.325,117.5,1.3423,1.2258,1.4417,0.7178,0.45,0.907,0.7453,calves
male,177.1,62.1,15.7,97.2,91.6,114.4,33.2,26.7,33.8,54.1,34.5,96.5,1.2489,1.0611,1.0535,0.5906,0.6377,0.9822,0.8042,chest
female,163.6,62.2,15.7,93.8,68.4,109.2,32.6,22.5,30.4,55.9,36.2,97.5,1.5965,1.3713,1.4254,0.8173,0.6476,1.0724,0.6902,forearms
male,181.9,89.0,15.9,86.8,88.1,111.9,24.224999999999998,28.5,32.3,58.5,38.1,100.5,1.2701,0.9852,1.1407,0.664,0.6513,0.75,1.1765,chest
female,153.1,79.0,28.5,81.6,67.7,105.6,30.4,21.8,35.1,45.2,31.4,83.5,1.5598,1.2053,1.2334,0.6677,0.6947,0.8661,0.7171,chest
female,174.0,87.6,27.4,85.5,72.2,107.3,22.5,21.6,36.6,49.7,32.4,100.1,1.4861,1.1842,1.3864,0.6884,0.6519,0.6148,0.96,arms
female,161.2,65.8,29.6,103.7,73.0,103.7,33.3,21.6,29.7,57.5,38.8,102.9,1.4205,1.4205,1.4096,0.7877,0.6748,1.1212,0.6486,forearms
male,197.4,61.7,17.6,109.9,72.9,116.0,32.5,25.9,38.7,60.7,27.315,89.2,1.5912,1.5075,1.2236,0.8326,0.45,0.8398,0.7969,calves
male,179.8,74.9,29.0,115.1,101.9,110.5,36.3,30.6,40.3,55.9,41.1,96.0,1.0844,1.1295,0.9421,0.5486,0.7352,0.9007,0.843,shoulders
male,167.2,91.0,16.4,103.7,86.1,119.4,33.8,30.4,37.4,49.3,38.3,90.3,1.3868,1.2044,1.0488,0.5726,0.7769,0.9037,0.8994,legs
female,158.9,68.1,25.4,75.1,70.9,112.2,26.4,22.6,35.6,60.8,38.6,77.8,1.5825,1.0592,1.0973,0.8575,0.6349,0.7416,0.8561,arms
female,168.8,92.1,21.3,77.7,74.1,102.1,30.3,25.7,32.8,54.6,36.8,97.9,1.3779,1.0486,1.3212,0.7368,0.674,0.9238,0.8482,chest
male,185.3,99.6,24.5,98.7,64.7,116.8,31.0,27.6,36.0,57.9,31.8,87.0,1.8053,1.5255,1.3447,0.8949,0.5492,0.8611,0.8903,arms
male,171.2,82.0,23.7,107.3,91.2,120.4,36.9,32.1,39.3,47.0,33.9,100.9,1.3202,1.1765,1.1064,0.5154,0.7213,0.9389,0.8699,legs
female,174.7,64.3,26.5,97.9,72.5,105.2,31.1,19.3,32.3,61.0,27.45,111.7,1.451,1.3503,1.5407,0.8414,0.45,0.9628,0.6206,calves
female,154.9,73.5,31.2,88.6,77.2,109.2,25.2,21.2,33.5,61.4,30.9,98.4,1.4145,1.1477,1.2746,0.7953,0.5033,0.7522,0.8413,arms
male,180.9,81.9,14.7,110.0,79.1,115.7,27.6,25.9,39.5,59.9,38.4,99.9,1.4627,1.3906,1.263,0.7573,0.6411,0.6987,0.9384,arms
female,160.5,47.2,19.7,85.1,66.2,104.7,32.4,26.8,34.3,68.8,33.8,86.9,1.5816,1.2855,1.3127,1.0393,0.4913,0.9446,0.8272,calves
male,165.1,71.4,21.1,99.2,82.3,108.6,34.0,31.0,38.1,53.0,31.0,90.3,1.3196,1.2053,1.0972,0.644,0.5849,0.8924,0.9118,shoulders
male,180.4,70.8,5.0,103.4,75.9,123.5,31.0,25.0,38.5,72.1,39.0,97.0,1.6271,1.3623,1.278,0.9499,0.5409,0.8052,0.8065,arms
female,154.5,52.7,10.9,102.1,86.2,106.7,28.5,19.1,32.5,66.8,35.5,95.5,1.2378,1.1845,1.1079,0.7749,0.5314,0.8769,0.6702,shoulders
male,187.7,81.0,7.5,92.6,72.5,116.9,34.8,26.5,40.3,58.5,26.325,93.5,1.6124,1.2772,1.2897,0.8069,0.45,0.8635,0.7615,calves
male,174.0,69.4,11.8,98.3,68.5,120.4,26.4,28.5,33.9,55.7,38.4,112.1,1.7577,1.435,1.6365,0.8131,0.6894,0.7788,1.0795,arms
male,176.9,71.9,12.8,94.3,91.4,114.1,43.0,29.2,35.0,55.8,32.8,101.6,1.2484,1.0317,1.1116,0.6105,0.5878,1.2286,0.6791,chest
female,157.0,58.5,30.1,98.6,85.0,107.7,27.7,25.0,30.1,44.9,36.5,92.0,1.2671,1.16,1.0824,0.5282,0.8129,0.9203,0.9025,legs
female,165.7,67.7,31.6,95.8,75.6,100.9,24.375,21.5,32.5,71.7,35.6,103.6,1.3347,1.2672,1.3704,0.9484,0.4965,0.75,0.8821,arms
male,185.1,92.6,22.6,101.7,93.3,128.2,35.1,27.7,40.7,52.6,33.1,95.6,1.3741,1.09,1.0247,0.5638,0.6293,0.8624,0.7892,legs
male,183.8,68.5,15.2,98.3,84.4,115.3,33.7,27.8,36.7,53.4,40.3,81.3,1.3661,1.1647,0.9633,0.6327,0.7547,0.9183,0.8249,glutes
female,162.2,69.6,17.3,86.5,73.2,111.5,29.2,20.0,31.8,61.3,27.585,99.4,1.5232,1.1817,1.3579,0.8374,0.45,0.9182,0.6849,calves
male,175.3,119.7,15.5,103.6,77.1,122.2,37.5,26.2,37.8,52.6,31.4,103.3,1.585,1.3437,1.3398,0.6822,0.597,0.9921,0.6987,forearms
female,150.5,84.4,21.2,88.3,87.1,103.0,27.4,19.9,28.9,55.0,36.3,102.4,1.1825,1.0138,1.1757,0.6315,0.66,0.9481,0.7263,chest
female,165.1,44.8,28.8,91.1,89.8,104.1,24.7,22.9,32.2,58.6,35.1,89.9,1.1592,1.0145,1.0011,0.6526,0.599,0.7671,0.9271,shoulders
male,179.8,101.4,18.5,106.5,93.1,120.1,30.7,28.6,41.6,61.2,39.0,92.8,1.29,1.1439,0.9968,0.6574,0.6373,0.738,0.9316,arms
female,164.3,64.4,33.0,73.6,74.2,103.4,23.2,24.7,31.2,53.9,41.5,108.1,1.3935,0.9919,1.4569,0.7264,0.7699,0.7436,1.0647,chest
male,180.7,79.7,30.0,106.4,77.3,106.8,36.3,27.8,33.7,60.6,34.9,99.7,1.3816,1.3765,1.2898,0.784,0.5759,1.0772,0.7658,shoulders
male,173.7,90.9,15.0,96.5,79.2,127.0,32.9,32.1,43.4,53.6,24.12,103.3,1.6035,1.2184,1.3043,0.6768,0.45,0.7581,0.9757,calves
male,171.9,73.8,15.5,110.4,85.4,128.3,27.599999999999998,27.1,36.8,61.4,39.3,103.0,1.5023,1.2927,1.2061,0.719,0.6401,0.75,0.9819,arms
male,179.2,90.2,15.7,90.9,76.7,116.1,36.6,31.8,33.9,54.4,34.6,101.6,1.5137,1.1851,1.3246,0.7093,0.636,1.0796,0.8689,chest
male,175.0,62.2,20.9,98.7,78.1,115.9,38.5,25.0,35.5,65.5,36.3,100.7,1.484,1.2638,1.2894,0.8387,0.5542,1.0845,0.6494,forearms
female,164.8,61.2,31.0,98.1,82.7,95.7,32.6,22.1,31.1,55.0,37.9,104.3,1.1572,1.1862,1.2612,0.6651,0.6891,1.0482,0.6779,shoulders
male,183.9,84.0,14.6,94.3,87.7,117.3,28.5,30.5,36.6,67.6,30.4,94.7,1.3375,1.0753,1.0798,0.7708,0.4497,0.7787,1.0702,calves
male,171.2,75.2,28.6,101.1,76.9,103.4,27.1,26.4,36.1,56.7,26.9,95.4,1.3446,1.3147,1.2406,0.7373,0.4744,0.7507,0.9742,arms
male,175.1,96.4,27.7,84.8,76.8,111.2,34.6,24.3,43.0,58.3,26.235,107.1,1.4479,1.1042,1.3945,0.7591,0.45,0.8047,0.7023,calves
female,167.4,56.7,17.8,85.7,91.5,108.4,29.0,20.6,35.3,47.9,29.5,95.5,1.1847,0.9366,1.0437,0.5235,0.6159,0.8215,0.7103,chest
male,191.3,75.7,14.0,86.9,84.7,119.3,37.2,30.7,37.4,61.3,33.2,99.8,1.4085,1.026,1.1783,0.7237,0.5416,0.9947,0.8253,chest
male,181.2,87.3,18.4,106.4,69.9,109.5,32.9,23.7,36.8,55.8,41.2,97.0,1.5665,1.5222,1.3877,0.7983,0.7384,0.894,0.7204,arms
female,166.8,59.1,26.8,95.1,83.5,103.1,22.2,18.7,32.2,42.0,41.3,104.8,1.2347,1.1389,1.2551,0.503,0.9833,0.6894,0.8423,legs
